text,target,output,model_name,prompt_type,score,predicted_score
這個展覽的展期居然下個月底，真是有夠短的。,4,這個展覽的展期居然下個月底，真是有夠短的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
我明白你對這個提議的想法。,1,我明白你對這個提議的想法。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
我不太喜歡這個提議。,3,我不太喜歡這個提議。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
我對於這個提議只能說是佩服得五體投地。,4,我對於這個提議只能說是佩服得五體投地。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
這條褲子的材質摸起來似乎很柔軟。,1,這條褲子的材質摸起來似乎很柔軟。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
這條褲子的材質摸起來怎麼這麼差。,3,這條褲子的材質摸起來怎麼這麼差。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
這條褲子的材質摸起來好像是用再生塑膠做的，真有趣。,4,這條褲子的材質摸起來好像是用再生塑膠做的，真有趣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不用急，我來幫你就好，謝謝你。,1,不用急，我來幫你就好，謝謝你。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
好啦好啦，你就讓我來做吧。,3,好啦好啦，你就讓我來做吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
看來你真的很想自己來，真是厲害。,4,看來你真的很想自己來，真是厲害。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用急，我下個月的行程還沒確定，等我確定後再告訴你吧。,1,不用急，我下個月的行程還沒確定，等我確定後再告訴你吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你到底什麼時候才要告訴我下個月的行程？,3,你到底什麼時候才要告訴我下個月的行程？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
下個月的行程你可能要再等等。,4,下個月的行程你可能要再等等。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不好意思，路口的紅綠燈似乎有點問題。,1,不好意思，路口的紅綠燈似乎有點問題。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
路口的紅綠燈明顯有問題，快去檢查一下。,3,路口的紅綠燈明顯有問題，快去檢查一下。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
看來路口的紅綠燈已經被上天忽略了。,4,看來路口的紅綠燈已經被上天忽略了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我們是不是該準備出發了？,3,我們是不是該準備出發了？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
是時候展現你的準備了嗎？,4,是時候展現你的準備了嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不好意思，請問你們能否調亮那邊的燈光呢？,1,不好意思，請問你們能否調亮那邊的燈光呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你們房間的燈光怎麼那麼暗，眼睛很痛苦。,3,你們房間的燈光怎麼那麼暗，眼睛很痛苦。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
你是不是忘記開燈了呢？,4,你是不是忘記開燈了呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
不好意思，我們有沒有忘記買醬油呢？,1,不好意思，我們有沒有忘記買醬油呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你怎麼又忘記買醬油了？,3,你怎麼又忘記買醬油了？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
你是不是忘記我們需要買醬油了？,4,你是不是忘記我們需要買醬油了？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
這雙鞋子穿起來似乎很舒適，對吧？,1,這雙鞋子穿起來似乎很舒適，對吧？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
這雙鞋子穿起來還不錯。,3,這雙鞋子穿起來還不錯。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這雙鞋子穿起來還算舒服吧。,4,這雙鞋子穿起來還算舒服吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不好意思，我對那個地方不太熟悉。,1,不好意思，我對那個地方不太熟悉。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我對那個地方不太熟悉，你能帶路嗎？,3,我對那個地方不太熟悉，你能帶路嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
我對那個地方的路線熟悉度可以用爛來形容。,4,我對那個地方的路線熟悉度可以用爛來形容。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
不用急，等他們的確認信件再繼續吧。,1,不用急，等他們的確認信件再繼續吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我還沒收到他們的確認回覆。,3,我還沒收到他們的確認回覆。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
我還在等他們的確認信件，真是有耐心呢。,4,我還在等他們的確認信件，真是有耐心呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
這兩件衣服的款式差不多，請問哪一件比較符合你喜歡的風格？,1,這兩件衣服的款式差不多，請問哪一件比較符合你喜歡的風格？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
這兩件衣服的款式實在太相似了。,3,這兩件衣服的款式實在太相似了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這兩件衣服的款式也太相似了吧。,4,這兩件衣服的款式也太相似了吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
不用急，我們再慢慢找延長線吧。,1,不用急，我們再慢慢找延長線吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我們快沒延長線了，趕快去買。,3,我們快沒延長線了，趕快去買。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
我們需要再買一些延長線，否則我們的電器可能無法同時使用。,4,我們需要再買一些延長線，否則我們的電器可能無法同時使用。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不好意思，請問附近的公車站牌在哪裡？,1,不好意思，請問附近的公車站牌在哪裡？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你能告訴我附近的公車站牌在哪裡嗎？,3,你能告訴我附近的公車站牌在哪裡嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,1
你是指那個被忽略且不方便的公車站牌嗎？,4,你是指那個被忽略且不方便的公車站牌嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用急，關於這件事我需要再考慮一下。,1,不用急，關於這件事我需要再考慮一下。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我不滿意這個提案，請重新提出一個。,3,我不滿意這個提案，請重新提出一個。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
這件事情我需要再想一想，你能等我一下嗎？,4,這件事情我需要再想一想，你能等我一下嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
不好意思，我今天出門忘記帶雨傘了，麻煩你借我一把嗎？,1,不好意思，我今天出門忘記帶雨傘了，麻煩你借我一把嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你今天怎麼又忘記帶雨傘了？,3,你今天怎麼又忘記帶雨傘了？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
我今天出門忘記帶雨傘了，真不巧呢。,4,我今天出門忘記帶雨傘了，真不巧呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
這個價錢似乎在我們的預算內，真是太好了！,1,這個價錢似乎在我們的預算內，真是太好了！,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
這個價錢剛好在預算內。,3,這個價錢剛好在預算內。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
這個價錢意外地在預算範圍之內。,4,這個價錢意外地在預算範圍之內。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不用急，我先去洗個手，等我一下再來吃。,1,不用急，我先去洗個手，等我一下再來吃。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我現在要洗手，等我洗完手再來吃。,3,我現在要洗手，等我洗完手再來吃。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
我先去洗個手，然後再來吃，希望你能等我。,4,我先去洗個手，然後再來吃，希望你能等我。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
不用急，我等等就會幫你把信寄出去。,1,不用急，我等等就會幫你把信寄出去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我需要你現在就把這封信寄出去。,3,我需要你現在就把這封信寄出去。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
我等等要把這封信寄出去，真不錯的計劃呢。,4,我等等要把這封信寄出去，真不錯的計劃呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
外面的雨好像已經停了吧？,1,外面的雨好像已經停了吧？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
外面的雨終於停了。,3,外面的雨終於停了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
外面的雨好像已經停了，真是太好了吧。,4,外面的雨好像已經停了，真是太好了吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
不用急，我先把這段話記錄下來，稍後再回覆你。,1,不用急，我先把這段話記錄下來，稍後再回覆你。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我需要你現在就把這段話記錄下來。,3,我需要你現在就把這段話記錄下來。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
我先把這段話當作笑話記錄下來。,4,我先把這段話當作笑話記錄下來。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用擔心，沒什麼大不了的。,1,不用擔心，沒什麼大不了的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
隨便你，反正我不在乎。,3,隨便你，反正我不在乎。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
隨便你怎麼說，反正我不在乎。,4,隨便你怎麼說，反正我不在乎。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
不好意思，我晚一點才會回到家。,1,不好意思，我晚一點才會回到家。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我晚一點才會回到家。,3,我晚一點才會回到家。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
我晚點才會回家，抱歉讓你等。,4,我晚點才會回家，抱歉讓你等。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
不用擔心，選擇你喜歡的方式就可以了。,1,不用擔心，選擇你喜歡的方式就可以了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
不滿（Direct Anger/Complaint）：反正最後都一樣。,3,不滿（Direct Anger/Complaint）：反正最後都一樣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
反正最後都一樣，真是高深的見解呢。,4,反正最後都一樣，真是高深的見解呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用太認真啦，慢慢來就好，安全重要。,1,不用太認真啦，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
不用太認真啦。,3,不用太認真啦。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
不用太認真啦，你的努力根本就是浪費時間。,4,不用太認真啦，你的努力根本就是浪費時間。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
沒關係的，我們可以慢慢來。,1,沒關係的，我們可以慢慢來。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
不滿（Direct Anger/Complaint）：行啊，不然再嘗試看看。,3,不滿（Direct Anger/Complaint）：行啊，不然再嘗試看看。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
好啊，看來你很渴望。,4,好啊，看來你很渴望。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用客氣，隨時可以。,1,不用客氣，隨時可以。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
沒關係，你想怎樣都可以。,3,沒關係，你想怎樣都可以。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
沒意見，隨便。,4,沒意見，隨便。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
嗯，還算可以吧。,1,嗯，還算可以吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
還可以，沒什麼問題。,3,還可以，沒什麼問題。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
好像還行吧。,4,好像還行吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
哦好知道了。,3,哦好知道了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
哦，原來你這麼清楚。,4,哦，原來你這麼清楚。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
你喜歡就行。,1,你喜歡就行。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
你真的很開心就好。,3,你真的很開心就好。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
你高興就好。,4,你高興就好。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
喔，原來如此。,1,喔，原來如此。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
語氣等級 3：原來如此？你能不能不要每次都講一些沒意義的話。,3,語氣等級 3：原來如此？你能不能不要每次都講一些沒意義的話。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
看來你已經懂了。,4,看來你已經懂了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
語氣等級 3：你真的很吵，能不能趕快給我閉嘴。,3,語氣等級 3：你真的很吵，能不能趕快給我閉嘴。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
看來你真的很懂笑。,4,看來你真的很懂笑。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
喔是喔，真無趣。,3,喔是喔，真無趣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,4
嗯哼，真有趣。,4,嗯哼，真有趣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,2
嗯哼，請你能再說清楚一點嗎？,1,嗯哼，請你能再說清楚一點嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
嗯哼。,3,嗯哼。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,2
嗯哼，真不愧是天才。,4,嗯哼，真不愧是天才。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
嗯，沒關係的。,1,嗯，沒關係的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
夠了。,3,夠了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
看來你已經放棄了。,4,看來你已經放棄了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
喔，能不能說清楚一點？,3,喔，能不能說清楚一點？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,3,3
喔，真不愧是天才。,4,喔，真不愧是天才。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，請問你對現在的狀況有什麼不明白的地方嗎？,1,不好意思，請問你對現在的狀況有什麼不明白的地方嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你是否理解現在的狀況？,2,你是否理解現在的狀況？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
你是不是故意裝傻，想要假裝不知道現在的狀況？,4,你是不是故意裝傻，想要假裝不知道現在的狀況？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我不想再花時間解釋同樣的事情給你聽。,1,我不想再花時間解釋同樣的事情給你聽。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,3
我不會再為你解釋了。,2,我不會再為你解釋了。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你真是個好溝通的人，讓我不需要解釋太多。,4,你真是個好溝通的人，讓我不需要解釋太多。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
喔，抱歉，我覺得你的態度有些不悅。,1,喔，抱歉，我覺得你的態度有些不悅。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
你這樣的態度令人不滿意。,2,你這樣的態度令人不滿意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你這種態度真是太有見地了，讓人不禁佩服。,4,你這種態度真是太有見地了，讓人不禁佩服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我很抱歉這個處理方式讓你不滿意。,1,我很抱歉這個處理方式讓你不滿意。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
這種處理方式並不符合我的期望。,2,這種處理方式並不符合我的期望。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
這種處理方式真是太天才了，我完全無法接受。,4,這種處理方式真是太天才了，我完全無法接受。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
喔，抱歉讓你覺得這樣。,1,喔，抱歉讓你覺得這樣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你在這種時候提出這樣的意見嗎？,2,你在這種時候提出這樣的意見嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你非得在這種時候當個冷水澆熄者嗎？,4,你非得在這種時候當個冷水澆熄者嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，能請你不要一直鬼打牆嗎？,1,不好意思，能請你不要一直鬼打牆嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,3
請停止重複無意義的對話。,2,請停止重複無意義的對話。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你怎麼又開始鬼打牆了呢？,4,你怎麼又開始鬼打牆了呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
抱歉，我的笑話似乎沒能讓你笑。,1,抱歉，我的笑話似乎沒能讓你笑。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
這種玩笑的內容並不吸引人。,2,這種玩笑的內容並不吸引人。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
這種無聊的玩笑一點都不好笑，你真有幽默感。,4,這種無聊的玩笑一點都不好笑，你真有幽默感。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，請問你能尊重我的意見嗎？,1,不好意思，請問你能尊重我的意見嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你在我的意見上有沒有給予適當的尊重？,2,你在我的意見上有沒有給予適當的尊重？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你怎麼會覺得我在意你的意見呢？,4,你怎麼會覺得我在意你的意見呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，你的想法是否有些自我中心呢？,1,不好意思，你的想法是否有些自我中心呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,3
你是否認為世界是圍繞著你轉的？,2,你是否認為世界是圍繞著你轉的？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,4
你是不是以為世界是繞著你在轉的啊？,4,你是不是以為世界是繞著你在轉的啊？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
這種小小的謊言你也願意說出來，真不容易。,1,這種小小的謊言你也願意說出來，真不容易。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,4
這種不實的陳述你也敢提出。,2,這種不實的陳述你也敢提出。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,4
這種低級的謊言你竟然敢說出口，真是令人佩服。,4,這種低級的謊言你竟然敢說出口，真是令人佩服。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
麻煩你能否不要再給我製造麻煩了，謝謝。,1,麻煩你能否不要再給我製造麻煩了，謝謝。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
請停止給我製造困擾。,2,請停止給我製造困擾。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你是第幾個製造麻煩的人，真是厲害。,4,你是第幾個製造麻煩的人，真是厲害。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
這種麻煩事你能否幫忙處理。,1,這種麻煩事你能否幫忙處理。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
這種爛攤子需要盡快處理。,2,這種爛攤子需要盡快處理。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
這種爛攤子你自己展現你的天賦來處理吧。,4,這種爛攤子你自己展現你的天賦來處理吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
抱歉，我覺得你的工作方式不太符合專業。,1,抱歉，我覺得你的工作方式不太符合專業。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,3
你這種做事態度明顯不符合專業標準。,2,你這種做事態度明顯不符合專業標準。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你這種做事態度真的很不專業，真是一流的表現。,4,你這種做事態度真的很不專業，真是一流的表現。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
喔，聽起來你最近過得不太順利吧。,1,喔，聽起來你最近過得不太順利吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
你已經到達了令人同情的程度。,2,你已經到達了令人同情的程度。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,4
你這麼厲害，讓人不知道該說什麼才好。,4,你這麼厲害，讓人不知道該說什麼才好。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，請問你有責任感嗎？,1,不好意思，請問你有責任感嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,4
你似乎沒有承擔責任的跡象。,2,你似乎沒有承擔責任的跡象。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你怎麼會擁有責任感這種東西呢？,4,你怎麼會擁有責任感這種東西呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
我明白你最近過得很辛苦，讓我們一起找出解決的方法吧。,1,我明白你最近過得很辛苦，讓我們一起找出解決的方法吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
我已經感覺到與你之間的信任正在減少。,2,我已經感覺到與你之間的信任正在減少。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
我真心佩服你能達到這樣的境界。,4,我真心佩服你能達到這樣的境界。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，你是否有在聽人說話呢？,1,不好意思，你是否有在聽人說話呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,4
你能否注意一下周圍的環境？,2,你能否注意一下周圍的環境？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
你是不是都只在意自己在講話，卻沒在聽別人說什麼？,4,你是不是都只在意自己在講話，卻沒在聽別人說什麼？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
不用急，慢慢來就好，安全重要。,1,不用急，慢慢來就好，安全重要。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
不要再試圖測試我的忍耐極限。,2,不要再試圖測試我的忍耐極限。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你真的很有勇氣，敢來測試我的耐心。,4,你真的很有勇氣，敢來測試我的耐心。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
不好意思，能請你不要再干擾我的生活了嗎？,1,不好意思，能請你不要再干擾我的生活了嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,3
請停止干擾我的生活。,2,請停止干擾我的生活。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你真的很吵，能不能趕快給我閉嘴。,4,你真的很吵，能不能趕快給我閉嘴。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
喔，別以為假裝不懂就能逃避責任吧。,1,喔，別以為假裝不懂就能逃避責任吧。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,4
裝傻是不會讓你逃避責任的。,2,裝傻是不會讓你逃避責任的。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
裝傻的你還真以為能瞞過別人呢。,4,裝傻的你還真以為能瞞過別人呢。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
跟你合作真的是很抱歉讓我們遇到一些問題。,1,跟你合作真的是很抱歉讓我們遇到一些問題。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
跟你合作出現了許多問題。,2,跟你合作出現了許多問題。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
跟你合作真的是一場意外的樂趣。,4,跟你合作真的是一場意外的樂趣。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
你能不能慢慢成長呢？,1,你能不能慢慢成長呢？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,3
你應該考慮提升自己。,2,你應該考慮提升自己。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
你怎麼不去問問長進是什麼感覺？,4,你怎麼不去問問長進是什麼感覺？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
喔，你是不是有問題？,1,喔，你是不是有問題？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,4
你似乎有疑問？,2,你似乎有疑問？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
你是不是有問題？,4,你是不是有問題？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,3
抱歉，請問您需要我幫忙什麼嗎？,1,抱歉，請問您需要我幫忙什麼嗎？,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,1
對於這個問題，我保持中立的態度。,2,對於這個問題，我保持中立的態度。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,2
你對這件事似乎很有見解呢！,4,你對這件事似乎很有見解呢！,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,1
抱歉，似乎沒有什麼幫助。,1,抱歉，似乎沒有什麼幫助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,1,2
這個完全沒有幫助。,2,這個完全沒有幫助。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,2,3
真不愧是超有用的東西。,4,真不愧是超有用的東西。,MediaTek-Research/Llama-Breeze2-8B-Instruct,12-shot,4,4
