text,target,output,model_name,prompt_type,score,predicted_score
不好意思還是等不到他們的確認信件。,1,不好意思還是等不到他們的確認信件。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你們到底還在等什麼？,3,你們到底還在等什麼？,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
真期待著他們的確認信件。,4,真期待著他們的確認信件。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,1
這兩件衣服的款式差不多，謝謝你幫我比較。,1,這兩件衣服的款式差不多，謝謝你幫我比較。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
這兩件衣服的款式差不多，算是可以穿的。,3,這兩件衣服的款式差不多，算是可以穿的。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你還是看不出來兩件衣服的款式有多像。,4,你還是看不出來兩件衣服的款式有多像。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
麻煩你幫我們再買一些延長線。,1,麻煩你幫我們再買一些延長線。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
拜託你快去買一些延長線給我們用。,3,拜託你快去買一些延長線給我們用。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
真的是太好了，還能再買一些延長線。,4,真的是太好了，還能再買一些延長線。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,1
對不起，附近的公車站牌在那裡？,1,對不起，附近的公車站牌在那裡？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你能不能告訴我這附近的公車站牌在哪裡？,3,你能不能告訴我這附近的公車站牌在哪裡？,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,1
你不知道這附近的公車站牌在哪裡？,4,你不知道這附近的公車站牌在哪裡？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
我還需要再想一下這件事情。,1,我還需要再想一下這件事情。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
我需要再想一想這件事情。,3,我需要再想一想這件事情。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
這件事情我還是需要再想一想。,4,這件事情我還是需要再想一想。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
不好意思，我今天出門忘記帶雨傘了。,1,不好意思，我今天出門忘記帶雨傘了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
拜託你快幫我買一把雨傘。,3,拜託你快幫我買一把雨傘。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,1
真的是太不小心了，忘記帶雨傘。,4,真的是太不小心了，忘記帶雨傘。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
這個價錢應該是可以在預算內的。,1,這個價錢應該是可以在預算內的。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
這個價錢正好在預算範圍內。,3,這個價錢正好在預算範圍內。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
這個價錢在預算範圍之內，真的是一點也不貴。,4,這個價錢在預算範圍之內，真的是一點也不貴。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
麻煩你先等一下，我先去洗個手再來吃。,1,麻煩你先等一下，我先去洗個手再來吃。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你先等著，我先去洗個手再來吃。,3,你先等著，我先去洗個手再來吃。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你真會等我，先去洗個手再來吃吧。,4,你真會等我，先去洗個手再來吃吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思，我還要寄這封信。,1,不好意思，我還要寄這封信。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你快點幫我寄信去。,3,你快點幫我寄信去。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你還真會等著把信寄出去。,4,你還真會等著把信寄出去。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的很抱歉，外面的雨好像已經停了。,1,真的很抱歉，外面的雨好像已經停了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
外面雨停了。,3,外面雨停了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
真的是太好了，外面的雨好像已經停了。,4,真的是太好了，外面的雨好像已經停了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,1
不好意思先記錄一下這段話。,1,不好意思先記錄一下這段話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
記錄下這段話吧。,3,記錄下這段話吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你還記得這段話嗎？,4,你還記得這段話嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
不用在意，反正也無所謂。,1,不用在意，反正也無所謂。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
你不用在意，反正也沒關係。,3,你不用在意，反正也沒關係。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你真會幫忙，還不快點做。,4,你真會幫忙，還不快點做。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
不好意思我晚一點才會回到家。,1,不好意思我晚一點才會回到家。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你應該等我一點再回家。,3,你應該等我一點再回家。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你還等著我嗎？,4,你還等著我嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
不管怎麼做最後都是一樣。,1,不管怎麼做最後都是一樣。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你到底還是要我等多久？,3,你到底還是要我等多久？,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你真會說這種話。,4,你真會說這種話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不用太認真吧。,1,不用太認真吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你不用太認真就好。,3,你不用太認真就好。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你還是那麼認真。,4,你還是那麼認真。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不用勉強就好。,1,不用勉強就好。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你根本不用勉強就能通過。,3,你根本不用勉強就能通過。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你還真會說話。,4,你還真會說話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
你可以隨便選擇。,1,你可以隨便選擇。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
你就隨便吧。,3,你就隨便吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你真會隨便。,4,你真會隨便。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
應該是可以的。,1,應該是可以的。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
應該還行。,3,應該還行。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你還行得去看看。,4,你還行得去看看。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
我知道了。,1,我知道了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
知道了。,3,知道了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
你還真會聽懂。,4,你還真會聽懂。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
你高興就好，謝謝。,1,你高興就好，謝謝。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你高興就好。,3,你高興就好。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你真的是很高興。,4,你真的是很高興。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,2
原來如此，謝謝你告訴我。,1,原來如此，謝謝你告訴我。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
原來如此，還是很正常。,3,原來如此，還是很正常。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
真的是天才，說出這麼明顯的事。,4,真的是天才，說出這麼明顯的事。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的很抱歉讓你笑得這麼厲害。,1,真的很抱歉讓你笑得這麼厲害。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
拜託你快點笑一笑。,3,拜託你快點笑一笑。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,1
你真會笑死人。,4,你真會笑死人。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思喔。,1,不好意思喔。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你根本就不用說什麼喔。,3,你根本就不用說什麼喔。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你還真會說話。,4,你還真會說話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
對不起，我聽不懂你在說什麼。,1,對不起，我聽不懂你在說什麼。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你根本就不想說話。,3,你根本就不想說話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你還真會發出聲音。,4,你還真會發出聲音。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思，算了吧。,1,不好意思，算了吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
算了吧。,3,算了吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,3
你還真會說話。,4,你還真會說話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思，沒有什麼要說的。,1,不好意思，沒有什麼要說的。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
什麼事都沒有。,3,什麼事都沒有。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,2
什麼？你就這樣一聲「喔」就完了？,4,什麼？你就這樣一聲「喔」就完了？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思問你一次，現在的狀況你有沒有搞清楚?,1,不好意思問你一次，現在的狀況你有沒有搞清楚?,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你到底有沒有搞清楚現在的狀況？,2,你到底有沒有搞清楚現在的狀況？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你到底有沒有搞清楚現在的狀況？,4,你到底有沒有搞清楚現在的狀況？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
真的很抱歉要你再聽一次。,1,真的很抱歉要你再聽一次。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你不需要我再解釋了。,2,你不需要我再解釋了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你還是太笨，別再浪費我的口水跟你解釋了。,4,你還是太笨，別再浪費我的口水跟你解釋了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
你這種態度真的讓人很想翻白眼，對不起。,1,你這種態度真的讓人很想翻白眼，對不起。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你這種態度讓人很想翻白眼。,2,你這種態度讓人很想翻白眼。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你這種態度真的是讓人想翻白眼。,4,你這種態度真的是讓人想翻白眼。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
這種處理方式我真的很難接受。,1,這種處理方式我真的很難接受。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
這種處理方式我完全無法接受。,2,這種處理方式我完全無法接受。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會玩，完全無法接受這種處理方式。,4,你真會玩，完全無法接受這種處理方式。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
你不用在這種時候說這樣的話嗎？,1,你不用在這種時候說這樣的話嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你一定要在這種時候潑冷水嗎？,2,你一定要在這種時候潑冷水嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你一定要在這種時候潑冷水嗎？（原句已經是中性語氣，無法直接轉換為其他語氣等級）,4,你一定要在這種時候潑冷水嗎？（原句已經是中性語氣，無法直接轉換為其他語氣等級）,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
不好意思，麻煩你能不能不要一直在那邊鬼打牆？,1,不好意思，麻煩你能不能不要一直在那邊鬼打牆？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你可以不要一直在那邊鬼打牆嗎？,2,你可以不要一直在那邊鬼打牆嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你還是繼續在那邊鬼打牆啊？,4,你還是繼續在那邊鬼打牆啊？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
這種玩笑其實不太有趣。,1,這種玩笑其實不太有趣。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
這種玩笑根本不夠好笑。,2,這種玩笑根本不夠好笑。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會玩笑，無聊到令人發笑。,4,你真會玩笑，無聊到令人發笑。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
對不起，能不能聽聽我的意見？,1,對不起，能不能聽聽我的意見？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你有沒有尊重我的意見？,2,你有沒有尊重我的意見？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你到底有沒有在尊重我的意見？,4,你到底有沒有在尊重我的意見？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
你不覺得這樣的說法太誇張了嗎？,1,你不覺得這樣的說法太誇張了嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你以為世界是繞著你在轉的？,2,你以為世界是繞著你在轉的？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你以為世界是繞著你在轉的？真有意思。,4,你以為世界是繞著你在轉的？真有意思。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
這種低級的謊言你也敢說出口，真的很抱歉。,1,這種低級的謊言你也敢說出口，真的很抱歉。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
這種低級的謊言你敢說出口。,2,這種低級的謊言你敢說出口。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你還真會說這種低級的謊言。,4,你還真會說這種低級的謊言。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
拜託你別再給我製造麻煩了。,1,拜託你別再給我製造麻煩了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
拜託你別再給我製造麻煩了。,2,拜託你別再給我製造麻煩了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
拜託你別再給我製造麻煩了。,4,拜託你別再給我製造麻煩了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
這種攤子你自己想辦法收拾一下，麻煩你了。,1,這種攤子你自己想辦法收拾一下，麻煩你了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你自己想辦法收拾這種爛攤子。,2,你自己想辦法收拾這種爛攤子。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會幫忙，去收拾這個爛攤子吧。,4,你真會幫忙，去收拾這個爛攤子吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
對不起，我覺得你這種做事態度真的很不專業。,1,對不起，我覺得你這種做事態度真的很不專業。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你這種做事態度不太專業。,2,你這種做事態度不太專業。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你這種做事態度，真的是專業度不夠。,4,你這種做事態度，真的是專業度不夠。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
你真的是一個很可憐的人。,1,你真的是一個很可憐的人。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你真的是一個可憐的人。,2,你真的是一個可憐的人。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你這傻瓜，連這點小事都做不到。,4,你這傻瓜，連這點小事都做不到。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
你不覺得有點責任感嗎？,1,你不覺得有點責任感嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你到底有沒有責任感？,2,你到底有沒有責任感？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你到底有沒有一點責任感啊？,4,你到底有沒有一點責任感啊？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
我真的很失望你了。,1,我真的很失望你了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
我對你已經失望透頂了。,2,我對你已經失望透頂了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真的是天才，能讓人失望到這種程度。,4,你真的是天才，能讓人失望到這種程度。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思，能聽我講話嗎？,1,不好意思，能聽我講話嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你到底有沒有在聽人講話啊？,2,你到底有沒有在聽人講話啊？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你到底有沒有在聽人講話啊？,4,你到底有沒有在聽人講話啊？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
麻煩你別再挑戰我的底線了。,1,麻煩你別再挑戰我的底線了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你應該知道自己的極限。,2,你應該知道自己的極限。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會挑戰我的底線，還想再來一次？,4,你真會挑戰我的底線，還想再來一次？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
真的很抱歉，麻煩你能不能不要再干擾我的生活了。,1,真的很抱歉，麻煩你能不能不要再干擾我的生活了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
拜託你不要再干擾我的生活了。,2,拜託你不要再干擾我的生活了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會幹這種事。,4,你真會幹這種事。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
你不用裝傻，我知道你在裝傻。,1,你不用裝傻，我知道你在裝傻。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你以為裝傻就能蒙混過關？,2,你以為裝傻就能蒙混過關？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你真的是蠻笨的，還以為裝傻就能蒙混過關。,4,你真的是蠻笨的，還以為裝傻就能蒙混過關。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的很抱歉跟你合作的經驗不太好。,1,真的很抱歉跟你合作的經驗不太好。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
跟你合作實在很不順利。,2,跟你合作實在很不順利。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真的是天才，能夠在合作中創造出這麼多災難。,4,你真的是天才，能夠在合作中創造出這麼多災難。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的希望你能稍微有點長進啊。,1,真的希望你能稍微有點長進啊。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你能不能稍微有點長進啊？,2,你能不能稍微有點長進啊？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你還是老樣子，什麼都沒有長進。,4,你還是老樣子，什麼都沒有長進。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思問你有沒有什麼問題。,1,不好意思問你有沒有什麼問題。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你有沒有什麼問題？,2,你有沒有什麼問題？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,2
你真的是有問題。,4,你真的是有問題。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
不好意思，我不太關心這件事。,1,不好意思，我不太關心這件事。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,2
你有什麼事要跟我說?,2,你有什麼事要跟我說?,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,2
你真會操心我。,4,你真會操心我。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的很抱歉，完全沒有用處。,1,真的很抱歉，完全沒有用處。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
沒有任何用處。,2,沒有任何用處。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
真的是一點用都沒有。,4,真的是一點用都沒有。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
不好意思，麻煩你別在這裡添亂。,1,不好意思，麻煩你別在這裡添亂。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
別在這裡添亂。,2,別在這裡添亂。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會添亂。,4,你真會添亂。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
對不起，讓你覺得我很沒用。,1,對不起，讓你覺得我很沒用。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你實際上沒有幫助多少。,2,你實際上沒有幫助多少。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真的是一點用都沒有。,4,你真的是一點用都沒有。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
麻煩你別再靠近我了。,1,麻煩你別再靠近我了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
別再靠近我了。,2,別再靠近我了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會靠近我。,4,你真會靠近我。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
對不起，麻煩你離開這裡一下。,1,對不起，麻煩你離開這裡一下。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你可以在這裡少待一會兒。,2,你可以在這裡少待一會兒。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會裝在這裡。,4,你真會裝在這裡。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思，我不想聽你說。,1,不好意思，我不想聽你說。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你不用再說了。,2,你不用再說了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會說話。,4,你真會說話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
這不是廢話嗎？（原句子已經是語氣等級 4，轉換後的語氣等級 4：上帝把智慧灑滿了人間，唯獨為你撐了傘）,1,這不是廢話嗎？（原句子已經是語氣等級 4，轉換後的語氣等級 4：上帝把智慧灑滿了人間，唯獨為你撐了傘）,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
這不是廢話。,2,這不是廢話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你還真會說廢話。,4,你還真會說廢話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的很抱歉，麻煩你先離開一下。,1,真的很抱歉，麻煩你先離開一下。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你可以離開了。,2,你可以離開了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真有本事就滾了。,4,你真有本事就滾了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
不好意思麻煩你別拖我下水。,1,不好意思麻煩你別拖我下水。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
別拖我下水。,2,別拖我下水。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真會拖我下水。,4,你真會拖我下水。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思你覺得我煩。,1,不好意思你覺得我煩。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你真的很煩。,2,你真的很煩。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真的是個麻煩鬼。,4,你真的是個麻煩鬼。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
對不起，聽起來你覺得我多餘。,1,對不起，聽起來你覺得我多餘。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
你根本不需要在這裡。,2,你根本不需要在這裡。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你根本多餘，還不如不來的好。,4,你根本多餘，還不如不來的好。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
他教得不太好。,1,他教得不太好。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
他教學的方法有待改進。,2,他教學的方法有待改進。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,2
他教得真的是一塌糊塗。,4,他教得真的是一塌糊塗。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
不好意思，我現在真的很忙。,1,不好意思，我現在真的很忙。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
你現在要我理你。,2,你現在要我理你。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你真有空理我。,4,你真有空理我。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
真的不用擔心了。,1,真的不用擔心了。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,1
好了吧。,2,好了吧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你還想再抱怨一番嗎？,4,你還想再抱怨一番嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,3
不好意思麻煩你別來礙眼。,1,不好意思麻煩你別來礙眼。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,3
別來礙眼，麻煩你別來礙眼。,2,別來礙眼，麻煩你別來礙眼。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,3
你來礙眼，真的是很不巧。,4,你來礙眼，真的是很不巧。,meta-llama/Llama-3.1-8B-Instruct,4-shot,4,4
你這麼囂張，真的很令人擔心是有動保協會在保護你嗎？,1,你這麼囂張，真的很令人擔心是有動保協會在保護你嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你這麼囂張，到底是有動保協會在保護你嗎？,2,你這麼囂張，到底是有動保協會在保護你嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
拜託你別這樣囂張了，還是有動保協會在保護你嗎？,3,拜託你別這樣囂張了，還是有動保協會在保護你嗎？,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,4
你站在那裡就像一個行走的失敗案例，真的很抱歉說這樣。,1,你站在那裡就像一個行走的失敗案例，真的很抱歉說這樣。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你站在那裡就像個行走的失敗案例。,2,你站在那裡就像個行走的失敗案例。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你站在那裡就像個行走的失敗案例。,3,你站在那裡就像個行走的失敗案例。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,4
你唱K的聲音真的是讓人重新珍惜安靜。,1,你唱K的聲音真的是讓人重新珍惜安靜。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你唱K的聲音讓全場重新珍惜安靜。,2,你唱K的聲音讓全場重新珍惜安靜。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你唱K的聲音能讓全場重新珍惜安靜。,3,你唱K的聲音能讓全場重新珍惜安靜。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,4
你交上來的報告讓垃圾桶都有了尊嚴，謝謝你。,1,你交上來的報告讓垃圾桶都有了尊嚴，謝謝你。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你交上來的報告讓垃圾桶都有了尊嚴。,2,你交上來的報告讓垃圾桶都有了尊嚴。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
你交上來的報告讓垃圾桶都有了尊嚴，根本是笑話。,3,你交上來的報告讓垃圾桶都有了尊嚴，根本是笑話。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,4
你不用嘴巴拉直腸子，對吧？,1,你不用嘴巴拉直腸子，對吧？,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
你不能用嘴拉直腸。,2,你不能用嘴拉直腸。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
拜託你別用嘴拉直腸子。,3,拜託你別用嘴拉直腸子。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,4
別人沉默是修養，喔，你沉默是讓人舒爽。,1,別人沉默是修養，喔，你沉默是讓人舒爽。,meta-llama/Llama-3.1-8B-Instruct,4-shot,1,4
別人沉默是修養，你沉默是讓人舒爽。,2,別人沉默是修養，你沉默是讓人舒爽。,meta-llama/Llama-3.1-8B-Instruct,4-shot,2,4
別人沉默是修養，你沉默是讓人舒爽。,3,別人沉默是修養，你沉默是讓人舒爽。,meta-llama/Llama-3.1-8B-Instruct,4-shot,3,4
